product_id,product_name,category,sub_category,brand,description,tags,price,rating
APD121,Nivia Heavy Tennis Ball (Pack of 12),Sports,Cricket,Nivia,Pack of 12 heavy-weight tennis balls designed for cricket practice. Extra weight improves batting power. Bright yellow for visibility.,"cricket,Nivia,tennis ball,practice,heavy",549,4.1
APD122,R.S. Aggarwal Quantitative Aptitude,Books,Academic,Rupa Publications,"Go-to book for competitive exam preparation covering arithmetic, algebra, geometry, and data interpretation with hundreds of solved examples.","academic,quantitative,competitive exams,aptitude,RS Aggarwal",585,3.6
APD123,HomeTown Wall Clock Vintage,Home & Kitchen,Decor,HomeTown,"Vintage-style wall clock with Roman numerals, distressed wooden frame, and silent quartz movement. A statement piece for living rooms.","decor,HomeTown,clock,vintage,wall",1499,4.2
APD124,Wildcraft Unisex Backpack 35L,Fashion,Accessories,Wildcraft,"Durable 35-litre backpack with padded laptop compartment, rain cover, ergonomic straps, and multiple organiser pockets. Built for college and weekend treks.","backpack,Wildcraft,laptop,trekking,durable",2499,4.3
APD125,Peter England Nehru Jacket,Fashion,Men's Clothing,Peter England,"Structured Nehru jacket in cotton-linen blend with mandarin collar, front buttons, and welt pockets. Ideal for festive and semi-formal occasions.","jacket,Peter England,Nehru,festive,men",3829,4.4
APD126,Puma Yoga Leggings Women,Sports,Yoga,Puma,"High-waist yoga leggings with four-way stretch, moisture-wicking DryCELL tech, flatlock seams, and hidden waistband pocket.","yoga,Puma,leggings,women,DryCELL",2419,4.1
APD127,Adidas Advantage Sneakers,Fashion,Footwear,Adidas,"Clean court-style sneakers with leather upper, Cloudfoam comfort sockliner, and rubber cupsole. Versatile for casual and smart-casual outfits.","sneakers,adidas,court,Cloudfoam,casual",4299,4.1
APD128,Nike Pegasus 41,Sports,Running,Nike,"Trusted daily trainer with React foam, Zoom Air unit in the forefoot, Flywire cables for lockdown, and engineered mesh upper.","running,Nike,Pegasus,daily trainer,React",11495,4.5
APD129,R.S. Aggarwal Quantitative Aptitude,Books,Academic,Rupa Publications,"Go-to book for competitive exam preparation covering arithmetic, algebra, geometry, and data interpretation with hundreds of solved examples.","academic,quantitative,competitive exams,aptitude,RS Aggarwal",553,4.7
APD130,FabIndia Cotton Kurti Set,Fashion,Women's Clothing,FabIndia,Block-printed cotton kurti with matching pants and dupatta. Hand-finished details reflect India's artisan heritage. Comfortable all-day wear.,"kurti set,FabIndia,block print,artisan,women",2299,4.1
APD131,A Suitable Boy by Vikram Seth,Books,Fiction,Penguin,"One of the longest novels in the English language, set in post-independence India. Follows four families navigating love, politics, and society.","fiction,epic,Indian,family saga,classic",699,4.4
APD132,Nike Heritage Waist Bag,Fashion,Accessories,Nike,"Adjustable waist bag with zippered main compartment, front pocket, and reflective details. Lightweight hands-free carry for runs and festivals.","waist bag,Nike,heritage,compact,reflective",2234,4.6
APD133,FabIndia Terracotta Vase,Home & Kitchen,Decor,FabIndia,"Handcrafted terracotta vase with earthy glaze and organic form. Each piece is unique, celebrating traditional Indian pottery techniques.","decor,FabIndia,vase,terracotta,handcrafted",986,4.2
APD134,Fastrack Stunners Analog,Fashion,Watches,Fastrack,"Bold analog watch with gradient dial, silicone strap, 30 m water resistance, and a youthful design that stands out.","watch,Fastrack,analog,gradient,youth",2064,4.8
APD135,Tinkle Double Digest,Books,Comics,Scholastic,"Collection of fun stories featuring Suppandi, Shikari Shambu, and other beloved Tinkle characters. Entertaining and educational for young readers.","comics,Tinkle,children,Indian,humour",199,4.3
APD136,The White Tiger by Aravind Adiga,Books,Fiction,HarperCollins,"Booker Prize–winning novel narrated as a letter from an Indian entrepreneur to the Chinese Premier, exploring themes of class, corruption, and ambition in modern India.","fiction,Booker Prize,Indian author,novel",350,4.3
APD137,Decathlon Kalenji Run 100,Sports,Running,Decathlon,"Entry-level running shoe with cushioned EVA sole, breathable mesh upper, and durable rubber outsole. Designed for beginners running up to 10 km per week.","running,Decathlon,Kalenji,beginner,cushioned",1499,4.0
APD138,Decathlon Kettlebell 8 kg,Sports,Fitness Equipment,Decathlon,"Cast-iron kettlebell with flat base, wide handle, and enamel coating. Suitable for swings, goblet squats, and Turkish get-ups.","fitness,Decathlon,kettlebell,strength,cast iron",1599,4.1
APD139,Lenovo Legion 5 Pro,Electronics,Laptops,Lenovo,"Gaming powerhouse with AMD Ryzen 7 7745HX, NVIDIA RTX 4060, 16-inch 2.5K 165 Hz display, 16 GB DDR5, and Coldfront 4.0 thermals.","laptop,lenovo,gaming,RTX 4060,Legion",131108,4.5
APD140,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,"Minimalist side table with square top, lightweight honeycomb construction, and available in black-brown, white, and oak finishes.","furniture,IKEA,side table,minimalist,lightweight",999,4.1
APD141,FabIndia Terracotta Vase,Home & Kitchen,Decor,FabIndia,"Handcrafted terracotta vase with earthy glaze and organic form. Each piece is unique, celebrating traditional Indian pottery techniques.","decor,FabIndia,vase,terracotta,handcrafted",991,4.2
APD142,Cosco Cricket Bat Kashmir Willow,Sports,Cricket,Cosco,"Full-size Kashmir willow bat with cane handle, treble spring, and traditional blade profile. Well-balanced for leather-ball cricket at club level.","cricket,Cosco,bat,Kashmir willow,leather ball",1599,4.2
APD143,Nikon Z50,Electronics,Cameras,Nikon,"20.9 MP DX-format mirrorless camera with 209-point hybrid AF, 4K UHD video, tilting touchscreen, and Bluetooth + Wi-Fi connectivity.","camera,nikon,mirrorless,4K,DX",69990,4.4
APD144,An Era of Darkness by Shashi Tharoor,Books,Non-Fiction,Penguin,"A scathing examination of British colonialism in India, unpacking how imperial rule impoverished and destabilised the subcontinent.","non-fiction,history,colonialism,Tharoor,India",454,4.7
APD145,GoPro HERO12 Black,Electronics,Cameras,GoPro,"Action camera with 5.3K 60 fps video, HyperSmooth 6.0 stabilisation, waterproof to 10 m, HDR photo, and Bluetooth audio support.","camera,GoPro,action,5.3K,waterproof",44980,4.3
APD146,Sony HT-S400 Soundbar,Electronics,Speakers,Sony,"2.1-channel soundbar with wireless subwoofer, S-Force PRO front surround, Bluetooth, HDMI ARC, and 330W total output.","soundbar,sony,2.1 channel,wireless sub,surround",15459,4.4
APD147,FabIndia Terracotta Vase,Home & Kitchen,Decor,FabIndia,"Handcrafted terracotta vase with earthy glaze and organic form. Each piece is unique, celebrating traditional Indian pottery techniques.","decor,FabIndia,vase,terracotta,handcrafted",849,4.6
APD148,Maus by Art Spiegelman,Books,Comics,Penguin,Pulitzer Prize–winning graphic novel depicting the Holocaust using animal metaphors. A groundbreaking work that elevated the comics medium to literary art.,"comics,graphic novel,Pulitzer,Holocaust,classic",799,4.7
APD149,Levi's 511 Slim Fit Jeans,Fashion,Men's Clothing,Levi's,"Classic slim-fit jeans crafted from premium stretch denim with a mid-rise waist, tapered leg, and signature leather patch. Versatile enough for casual Fridays and weekend outings.","jeans,Levi's,slim fit,denim,men",3299,4.4
APD150,Lenovo IdeaPad Slim 5,Electronics,Laptops,Lenovo,"Thin-and-light laptop with 13th Gen Intel Core i5, 16 GB RAM, 512 GB SSD, 14-inch 2.8K OLED display, Dolby Atmos speakers, and Windows 11. Excellent for productivity on the go.","laptop,lenovo,OLED,productivity,windows",64999,4.3
APD151,Samsung Galaxy Z Flip 5,Electronics,Smartphones,Samsung,"Compact foldable phone with Flex Window, Snapdragon 8 Gen 2, 6.7-inch inner AMOLED, IPX8 water resistance, and FlexCam selfies.","smartphone,samsung,foldable,Z Flip,compact",89107,4.1
APD152,Persepolis by Marjane Satrapi,Books,Comics,Penguin,"Autobiographical graphic novel depicting the author's childhood in Iran during the Islamic Revolution. Poignant, witty, and beautifully drawn.","comics,graphic novel,autobiography,Iran,classic",699,4.5
APD153,Lenovo Legion 5 Pro,Electronics,Laptops,Lenovo,"Gaming powerhouse with AMD Ryzen 7 7745HX, NVIDIA RTX 4060, 16-inch 2.5K 165 Hz display, 16 GB DDR5, and Coldfront 4.0 thermals.",,129002,3.8
APD154,Becoming by Michelle Obama,Books,Non-Fiction,Penguin,Intimate memoir of the former First Lady covering her journey from Chicago's South Side to the White House. Inspiring and deeply personal.,"non-fiction,memoir,Michelle Obama,inspiring,bestseller",599,4.5
APD155,boAt Energyshroom PB300,Electronics,Power Banks,boAt,"10000 mAh compact power bank with 22.5W fast output, Type-C PD, smart IC protection, and a textured finish.","power bank,boAt,10000mAh,22.5W,compact",1086,3.8
APD156,Decathlon Run Active Grip,Sports,Running,Decathlon,"Trail-ready running shoe with aggressive outsole lugs, protective toe cap, cushioned midsole, and water-repellent upper.","running,Decathlon,trail,grip,water repellent",2499,4.1
APD157,Samsung Galaxy Tab S9 FE,Electronics,Tablets,Samsung,"10.9-inch TFT display, Exynos 1380, S Pen included, IP68 water resistance, 8000 mAh battery, and One UI 5.1. Affordable Samsung tablet for note-taking.","tablet,samsung,S Pen,affordable,android",34999,4.3
APD158,Bajaj Mixer Grinder 750W,Home & Kitchen,Appliances,Bajaj,"750-watt mixer grinder with three stainless-steel jars, multi-functional blade system, overload protection, and 3-speed control. Handles chutneys, smoothies, and dry grinding.","appliance,Bajaj,mixer grinder,750W,kitchen",3499,4.1
APD159,Decathlon 10 kg Dumbbell Set,Sports,Fitness Equipment,Decathlon,"Adjustable 10 kg cast-iron dumbbell set with threaded bars, spin-lock collars, and rubber grip. Suitable for home strength-training routines.","fitness,Decathlon,dumbbell,strength,home gym",2499,4.2
APD160,OnePlus 12R,Electronics,Smartphones,OnePlus,"Flagship-killer with Snapdragon 8 Gen 2, 6.78-inch ProXDR display, 100W charging, 5500 mAh battery, and OxygenOS 14.","smartphone,OnePlus,flagship,Snapdragon,AMOLED",39999,4.5
APD161,The God of Small Things,Books,Fiction,Penguin,"Arundhati Roy's debut novel set in Kerala, a poignant story of forbidden love, caste, and family. Winner of the 1997 Man Booker Prize.","fiction,Booker Prize,Indian literature,classic",399,4.5
APD162,Lenovo Legion 5 Pro,Electronics,Laptops,Lenovo,"Gaming powerhouse with AMD Ryzen 7 7745HX, NVIDIA RTX 4060, 16-inch 2.5K 165 Hz display, 16 GB DDR5, and Coldfront 4.0 thermals.","laptop,lenovo,gaming,RTX 4060,Legion",133823,4.3
APD163,NCERT Mathematics Class 12,Books,Academic,Scholastic,"Standard NCERT textbook covering calculus, vectors, probability, linear programming, and 3D geometry. Essential for CBSE Class 12 board exams and competitive entrance tests.","academic,NCERT,mathematics,Class 12,CBSE",299,4.6
APD164,R.D. Sharma Mathematics Class 11,Books,Academic,Rupa Publications,,"academic,mathematics,JEE,reference,Class 11",699,4.3
APD165,Fastrack Stunners Analog,Fashion,Watches,Fastrack,"Bold analog watch with gradient dial, silicone strap, 30 m water resistance, and a youthful design that stands out.","watch,Fastrack,analog,gradient,youth",1852,3.8
APD166,SG Ezeepak Cricket Kit Bag,Sports,Cricket,SG,"Spacious cricket kit bag with separate bat compartment, shoe pocket, ventilated side panels, and heavy-duty wheels for easy transport to the ground.","cricket,SG,kit bag,wheels,durable",2999,4.3
APD167,Allen Solly Formal Trousers,Fashion,Men's Clothing,Allen Solly,"Slim-fit formal trousers in poly-viscose blend with flat front, hook-and-eye closure, and crease-resistant fabric.","trousers,Allen Solly,formal,slim fit,men",1799,4.2
APD168,Noise ColorFit Pulse 3,Electronics,Smartwatches,Noise,"Budget smartwatch with 1.96-inch TFT display, Bluetooth calling, 100+ sports modes, and productivity suite including calculator and voice assistant.","smartwatch,noise,budget,calling,sports",1642,4.0
APD169,"Thinking, Fast and Slow",Books,Non-Fiction,Penguin,"Nobel laureate Daniel Kahneman explores two systems of thinking — the fast, intuitive mind and the slow, deliberate mind — revealing cognitive biases that shape decisions.","non-fiction,psychology,cognitive science,Nobel,decision making",549,4.5
APD170,Realme GT 6T,Electronics,Smartphones,Realme,,"smartphone,realme,performance,LTPO,5G",26159,3.6
APD171,Under Armour Charged Assert 10,Sports,Running,Under Armour,"Lightweight neutral running shoe with Charged Cushioning midsole, breathable mesh upper, and solid rubber outsole for daily training.","running,Under Armour,Charged,neutral,daily",6321,3.6
APD172,Nike Yoga Strap,Sports,Yoga,Nike,,"yoga,Nike,strap,flexibility,cotton",595,4.0
APD173,Nike Heritage Waist Bag,Fashion,Accessories,Nike,"Adjustable waist bag with zippered main compartment, front pocket, and reflective details. Lightweight hands-free carry for runs and festivals.","waist bag,Nike,heritage,compact,reflective",1725,3.6
APD174,Puma Softride Enzo Evo,Fashion,Footwear,Puma,"Versatile sneakers with SoftRide foam, mesh upper, lace closure, and rubber outsole. Suitable for gym workouts and casual strolls alike.","sneakers,puma,SoftRide,gym,casual",4999,4.2
APD175,R.S. Aggarwal Quantitative Aptitude,Books,Academic,Rupa Publications,"Go-to book for competitive exam preparation covering arithmetic, algebra, geometry, and data interpretation with hundreds of solved examples.","academic,quantitative,competitive exams,aptitude,RS Aggarwal",660,3.6
APD176,Sony HT-S400 Soundbar,Electronics,Speakers,Sony,"2.1-channel soundbar with wireless subwoofer, S-Force PRO front surround, Bluetooth, HDMI ARC, and 330W total output.","soundbar,sony,2.1 channel,wireless sub,surround",17177,4.4
APD177,Interpreter of Maladies,Books,Fiction,HarperCollins,Jhumpa Lahiri's Pulitzer Prize–winning short-story collection exploring the Indian immigrant experience in America with lyrical prose.,"fiction,short stories,Jhumpa Lahiri,Pulitzer,Indian",337,3.9
APD178,Decathlon Pull-Up Bar Doorway,Sports,Fitness Equipment,Decathlon,"Adjustable doorway pull-up bar fitting door frames 70–95 cm wide. Foam-padded grips, multi-grip positions, and no drilling required.","fitness,Decathlon,pull-up bar,doorway,upper body",1484,4.3
APD179,Nilkamal Plastic Chair CHR 2180,Home & Kitchen,Furniture,Nilkamal,"Stackable moulded plastic chair with armrests, UV-stabilised material, and 150 kg load capacity. Affordable seating for events and home use.","furniture,Nilkamal,chair,stackable,UV stabilised",966,4.4
APD180,Nivia Cricket Helmet,Sports,Cricket,Nivia,"Mild-steel grill cricket helmet with high-impact ABS shell, adjustable chinstrap, sweat-absorbent inner padding, and ventilation slots.","cricket,Nivia,helmet,protection,ABS",2220,3.6
APD181,Apple MacBook Air M3,Electronics,Laptops,Apple,"Ultra-thin notebook powered by Apple M3 chip, 15.3-inch Liquid Retina display, 18 hours of battery life, 8 GB unified memory, fanless design, and macOS Sonoma. Perfect for students and creative professionals.","laptop,apple,macbook,M3,ultrabook,portable",134900,4.8
APD182,HP Victus 15 Gaming,Electronics,Laptops,HP,"Gaming laptop with 13th Gen Intel i5, NVIDIA RTX 4050, 15.6-inch 144 Hz display, 512 GB SSD, and dual-fan cooling for intensive gaming sessions.","laptop,HP,gaming,RTX 4050,144Hz",62990,4.2
APD183,Titan Octane Chronograph,Fashion,Watches,Titan,"Stainless steel chronograph watch with tachymeter bezel, mineral glass, date display, and 50 m water resistance. A bold statement piece for men.","watch,Titan,chronograph,stainless steel,men",8495,4.4
APD184,GoPro HERO12 Black,Electronics,Cameras,GoPro,"Action camera with 5.3K 60 fps video, HyperSmooth 6.0 stabilisation, waterproof to 10 m, HDR photo, and Bluetooth audio support.","camera,GoPro,action,5.3K,waterproof",40084,4.4
APD185,Atomic Habits by James Clear,Books,Self-Help,Penguin,A practical guide on building good habits and breaking bad ones using the Four Laws of Behaviour Change. Packed with evidence-based strategies and real-world examples that make lasting change achievable.,"self-help,habits,productivity,bestseller,James Clear",399,4.7
APD186,Allen Solly Sweatshirt,Fashion,Men's Clothing,Allen Solly,"Round-neck fleece sweatshirt with contrast paneling, ribbed cuffs, and relaxed fit. Perfect for winter layering.","sweatshirt,Allen Solly,fleece,winter,men",2186,4.3
APD187,Apple iPhone 16 Pro Max,Electronics,Smartphones,Apple,"Top-of-the-line iPhone with A18 Pro chip, 48 MP periscope telephoto lens, titanium body, USB-C Thunderbolt, and all-day battery life.","smartphone,apple,iPhone 16,Pro Max,titanium",148647,3.5
APD188,Mindset by Carol Dweck,Books,Self-Help,Penguin,Stanford psychologist Carol Dweck explains the power of believing that your abilities can grow — the 'growth mindset' framework used by educators worldwide.,"self-help,mindset,growth,Carol Dweck,psychology",417,4.7
APD189,Puma Electrify Nitro 3,Sports,Running,Puma,"Eco-friendly running shoe made with at least 20% recycled materials. NITRO foam for energy return, lightweight mesh, and PUMAGRIP outsole.","running,Puma,Nitro,eco-friendly,recycled",8762,3.6
APD190,SG Test White Cricket Ball,Sports,Cricket,SG,"Hand-stitched four-piece leather ball, 156 g, approved for club-level matches. Maintains seam and shape through long innings. Alum-tanned for durability.","cricket,SG,ball,leather,test match",899,4.4
APD191,Sony SRS-XB100,Electronics,Speakers,Sony,"Ultra-portable wireless speaker with IP67 protection, 16-hour battery, hands-free calling, Sound Diffusion Processor, and strap for easy carrying.","speaker,sony,portable,compact,waterproof",3990,4.2
APD192,Fastrack Stunners Analog,Fashion,Watches,Fastrack,"Bold analog watch with gradient dial, silicone strap, 30 m water resistance, and a youthful design that stands out.","watch,Fastrack,analog,gradient,youth",1958,4.4
APD193,Deep Work by Cal Newport,Books,Self-Help,HarperCollins,"Rules for focused success in a distracted world. Cal Newport argues that deep, concentrated work is the superpower of the knowledge economy.","self-help,productivity,focus,work,Cal Newport",350,4.5
APD194,Mindset by Carol Dweck,Books,Self-Help,Penguin,Stanford psychologist Carol Dweck explains the power of believing that your abilities can grow — the 'growth mindset' framework used by educators worldwide.,"self-help,mindset,growth,Carol Dweck,psychology",447,3.6
APD195,Realme Watch S2,Electronics,Smartwatches,Realme,"Stylish round-dial smartwatch with 1.43-inch AMOLED, stainless-steel bezel, 100+ watch faces, SpO2, and 14-day battery life.",,3120,4.1
APD196, SS Ton English Willow Bat ,Sports,Cricket,SS,"Premium English willow bat with thick edges, mid-low sweet spot, Sarawak cane handle, and SS branding. Designed for aggressive stroke play.","cricket,SS,bat,English willow,premium",12999,4.5
APD197,Train to Pakistan by Khushwant Singh,Books,Fiction,Penguin,,"fiction,partition,Indian,classic,Khushwant Singh",207,4.5
APD198,Yonex Mavis 350 Shuttlecocks (Pack of 6),Sports,Badminton,Yonex,"Nylon shuttlecocks designed for consistent flight and durability. Medium speed, suitable for recreational and club-level play. 6 pieces per tube.","badminton,Yonex,shuttlecock,nylon,durable",699,4.3
APD199,IKEA FEJKA Artificial Plant,Home & Kitchen,Decor,IKEA,"Lifelike artificial potted plant that requires zero maintenance, ideal for shelves and desks. Adds greenery to any room without the need for sunlight or water.","decor,IKEA,plant,artificial,low maintenance",499,4.0
APD200, Lenovo ThinkPad E14 Gen 5 ,Electronics,Laptops,Lenovo,"Business laptop with military-grade durability, 13th Gen Intel Core i7 processor, 16 GB DDR5 RAM, 512 GB SSD, fingerprint reader, and a spill-resistant keyboard.",,76999,4.5
APD201, FabIndia Kurta Set ,Fashion,Men's Clothing,FabIndia,"Hand-block printed cotton kurta paired with matching pyjama. Breathable fabric with ethnic motifs, perfect for festive occasions and family gatherings.","kurta,FabIndia,ethnic,cotton,festive",2499,4.3
APD202,boAt Lunar Oasis,Electronics,Smartwatches,boAt,"Round-dial smartwatch with 1.39-inch AMOLED, Bluetooth calling, 100+ watch faces, heart-rate and SpO2 tracking, and 7-day battery.","smartwatch,boAt,AMOLED,calling,budget",2999,4.0
APD203,Samsung Galaxy Tab A9+,Electronics,Tablets,Samsung,"Affordable Samsung tablet with 11-inch TFT display, Snapdragon 695, quad speakers, expandable storage, and One UI 5.1.","tablet,samsung,budget,android,quad speakers",19557,4.2
APD204,Bajaj 1200W Dry Iron,Home & Kitchen,Appliances,Bajaj,"Lightweight dry iron with non-stick soleplate, adjustable temperature knob, LED indicator, and 1.8 m cord. Quick heating in under 2 minutes.","appliance,Bajaj,iron,dry,non-stick",770,4.7
APD205,Nike Fundamental Speed Rope,Sports,Fitness Equipment,Nike,"Lightweight speed rope with foam grip handles, adjustable cable length, and ball-bearing swivel for smooth rotation during cardio and HIIT sessions.","fitness,Nike,speed rope,cardio,HIIT",995,4.0
APD206,Li-Ning Windstorm 78 S,Sports,Badminton,Li-Ning,"Ultra-light 78 g racquet with slim shaft, aerodynamic frame, and Dynamic Optimum Frame design. Ideal for defensive players and doubles specialists.","badminton,Li-Ning,racquet,ultralight,defensive",3499,4.2
APD207,Dell Inspiron 15,Electronics,Laptops,Dell,"Reliable everyday laptop with 12th Gen Intel Core i5, 8 GB RAM, 1 TB HDD + 256 GB SSD combo, anti-glare FHD screen, and a comfortable keyboard. Suited for office work and web browsing.","laptop,dell,budget,office,Windows",49990,4.0
APD208,Pigeon Non-Stick Fry Pan,Home & Kitchen,Cookware,Pigeon,"26 cm non-stick fry pan with aluminium body, Bakelite handle, and scratch-resistant coating. Everyday essential for quick meals.","cookware,Pigeon,fry pan,non-stick,aluminium",699,4.0
APD209,Nike Air Max 270,Fashion,Footwear,Nike,"Lifestyle sneakers featuring the tallest Air unit yet for exceptional cushioning, mesh upper for breathability, pull-tab heel, and a bold colour-blocked design inspired by the AM180 and AM93.","sneakers,Nike,Air Max,cushioning,lifestyle",12995,4.5
APD210,Prestige Non-Stick Dosa Tawa,Home & Kitchen,Cookware,Prestige,"Large flat tawa with non-stick coating, cool-touch handle, and even heat distribution. Makes crispy dosas and uttapams effortlessly.","cookware,Prestige,dosa tawa,non-stick,even heat",1212,3.6
APD211,Noise ColorFit Pro 5,Electronics,Smartwatches,Noise,"1.85-inch AMOLED smartwatch with Bluetooth calling, 100+ sports modes, heart-rate and SpO2 monitoring, and 7-day battery life. Stylish health companion.","smartwatch,noise,AMOLED,fitness,calling",3999,4.1
APD212,Samsung Battery Pack 10000 mAh,Electronics,Power Banks,Samsung,"Slim 10000 mAh power bank with 25W Super Fast Charging, USB-C in/out, LED indicator, and cable included. Fits easily in any pocket.","power bank,samsung,10000mAh,slim,fast charging",2499,4.4
APD213,Xiaomi 14 Pro,Electronics,Smartphones,Xiaomi,,,49999,4.5
APD214,HomeTown Eva Fabric Sofa 3-Seater,Home & Kitchen,Furniture,HomeTown,"3-seater fabric sofa with high-density foam cushions, solid wood frame, tufted back, and tapered wooden legs. Comfortable modern design.","furniture,HomeTown,sofa,3 seater,fabric",24999,4.0
APD215,Noise Buds VS104,Electronics,Headphones,Noise,"Ultra-affordable TWS earbuds with 11 mm drivers, InPods design, Bluetooth 5.2, 18-hour total playback, and Tru Bass technology.",,554,3.8
APD216,Milton Thermosteel Flask 1L,Home & Kitchen,Storage,Milton,1-litre vacuum-insulated stainless-steel flask that keeps beverages hot for 24 hours and cold for 48. Leak-proof flip lid and durable body.,,1115,4.7
APD217, Biba Embroidered Palazzo Set ,Fashion,Women's Clothing,Biba,"Three-piece set including embroidered kurta, palazzo pants, and sheer dupatta. Festive colours and intricate thread work.","palazzo set,Biba,embroidered,festive,women",2947,4.7
APD218,boAt Aavante Bar 1250D,Electronics,Speakers,boAt,"80W Dolby Audio soundbar with wireless subwoofer, 2.1 channel, multiple connectivity options, and Bluetooth 5.3.","soundbar,boAt,Dolby,2.1 channel,wireless sub",5999,4.1
APD219,Under Armour Project Rock Duffel,Sports,Fitness Equipment,Under Armour,"Large gym duffel bag with laundry compartment, abrasion-resistant base, internal organiser, and adjustable shoulder strap. The Rock approved.","fitness,Under Armour,duffel,gym bag,Project Rock",5652,4.0
APD220,Milton Thermosteel Flask 1L,Home & Kitchen,Storage,Milton,1-litre vacuum-insulated stainless-steel flask that keeps beverages hot for 24 hours and cold for 48. Leak-proof flip lid and durable body.,"storage,Milton,flask,thermosteel,insulated",828,4.3
APD221,Yonex Voltric 200 Taufik,Sports,Badminton,Yonex,"Power-oriented racquet with Tri-Voltage System, isometric head shape, and head-heavy balance. Named after badminton legend Taufik Hidayat.","badminton,Yonex,Voltric,power,head heavy",6822,4.7
APD222,GoPro HERO12 Black,Electronics,Cameras,GoPro,"Action camera with 5.3K 60 fps video, HyperSmooth 6.0 stabilisation, waterproof to 10 m, HDR photo, and Bluetooth audio support.","camera,GoPro,action,5.3K,waterproof",40757,3.8
APD223,Levi's Trucker Jacket,Fashion,Men's Clothing,Levi's,"Iconic denim trucker jacket with chest pockets, adjustable button cuffs, and the classic Levi's red tab. A wardrobe staple for layering.","jacket,Levi's,denim,trucker,men",4999,4.5
APD224,Nike Heritage Waist Bag,Fashion,Accessories,Nike,"Adjustable waist bag with zippered main compartment, front pocket, and reflective details. Lightweight hands-free carry for runs and festivals.","waist bag,Nike,heritage,compact,reflective",2358,4.5
APD225,Under Armour Resistance Band Set,Sports,Fitness Equipment,Under Armour,"Set of 5 resistance bands in varying tension levels, latex-free, with door anchor and carry bag. Great for rehab and travel workouts.","fitness,Under Armour,resistance band,portable,rehab",1299,4.1
APD226,Samsung Galaxy S24 Ultra,Electronics,Smartphones,Samsung,"Flagship smartphone featuring a 6.8-inch Dynamic AMOLED 2X display, 200 MP quad-camera system, Snapdragon 8 Gen 3 processor, 5000 mAh battery with 45W fast charging, and built-in S Pen for effortless note-taking and creative expression.","smartphone,flagship,samsung,5G,camera,S Pen",134999,4.7
APD227,boAt Rockerz 450,Electronics,Headphones,boAt,"Wireless Bluetooth headphones with 40 mm dynamic drivers, up to 15 hours of playback, padded ear cushions, and a foldable design. Perfect for commutes and casual listening.","headphones,boAt,wireless,bluetooth,budget",1299,4.1
APD228, Hawkins Futura Kadhai ,Home & Kitchen,Cookware,Hawkins,"Hard-anodised deep kadhai with stainless steel lid, 2.5 litre capacity, even heat distribution, and sturdy handle. Perfect for deep-frying and curries.","cookware,Hawkins,kadhai,hard anodised,deep fry",1899,4.3
APD229,Puma Yoga Leggings Women,Sports,Yoga,Puma,"High-waist yoga leggings with four-way stretch, moisture-wicking DryCELL tech, flatlock seams, and hidden waistband pocket.","yoga,Puma,leggings,women,DryCELL",2092,4.5
APD230, boAt Nirvana 751 ANC ,Electronics,Headphones,boAt,"Hybrid ANC headphones with 65 mm drivers, ASAP charge, dual EQ modes, foldable build, and Bluetooth 5.0.","headphones,boAt,ANC,foldable,bass",2999,4.0
APD231,Under Armour Charged Assert 10,Sports,Running,Under Armour,"Lightweight neutral running shoe with Charged Cushioning midsole, breathable mesh upper, and solid rubber outsole for daily training.","running,Under Armour,Charged,neutral,daily",7670,3.6
APD232, Canon EOS R50 ,Electronics,Cameras,Canon,"Beginner-friendly mirrorless camera with 24.2 MP sensor, Dual Pixel CMOS AF II, 4K 30 fps video, creative filters, and Bluetooth + Wi-Fi connectivity.","camera,canon,mirrorless,beginner,vlogging",62990,4.3
APD233,JBL Tune 760NC,Electronics,Headphones,JBL,"Over-ear headphones with Active Noise Cancelling, JBL Pure Bass sound, 50-hour battery, lightweight design, and hands-free calls via built-in mic.","headphones,JBL,ANC,wireless,bass",4499,4.3
APD234,Noise Buds VS104,Electronics,Headphones,Noise,"Ultra-affordable TWS earbuds with 11 mm drivers, InPods design, Bluetooth 5.2, 18-hour total playback, and Tru Bass technology.","earbuds,Noise,TWS,budget,Tru Bass",696,4.0
APD235,Prestige Non-Stick Dosa Tawa,Home & Kitchen,Cookware,Prestige,"Large flat tawa with non-stick coating, cool-touch handle, and even heat distribution. Makes crispy dosas and uttapams effortlessly.","cookware,Prestige,dosa tawa,non-stick,even heat",881,4.2
APD236,Watchmen by Alan Moore,Books,Comics,Penguin,Groundbreaking graphic novel deconstructing the superhero genre. Set in an alternate 1985 where costumed vigilantes are outlawed. Time magazine's top 100 novels.,"comics,graphic novel,Alan Moore,superhero,classic",838,4.0
APD237,Amar Chitra Katha: Mahabharata,Books,Comics,Scholastic,Illustrated comic retelling the epic Mahabharata in a format that has captivated generations of Indian children. Rich artwork and simplified storytelling.,"comics,mythology,Mahabharata,children,illustrated",499,4.5
APD238,SG Savage Edition Cricket Bat,Sports,Cricket,SG,"Kashmir willow bat with concaved back profile for lightweight pick-up, treble spring handle, and SG branding. Tournament-ready.","cricket,SG,bat,Kashmir willow,concave",4385,3.6
